Product ;Day Contacted;Inventory Levels;Manufactured Goods (%);Manufactured Goods %;Multiple Retailers;Plant;Product Advertised;Type;Demand Type;Forecast Accuracy;Forecast Bias
not on backorder;443;Medium;Between 100%-125%;2406,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;19;Medium;Between 100%-125%;428,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;836;Medium;Between 100%-125%;4160,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;92,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;84;Medium;Between 100%-125%;438,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;5;Medium;Between 100%-125%;110,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;27;Medium;Between 100%-125%;108,00%;no;Washington;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;25;Medium;Between 100%-125%;92,00%;no;Washington;yes;telephone;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;26;Medium;Between 100%-125%;96,00%;no;Washington;yes;telephone;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;44;Medium;Between 100%-125%;198,00%;no;Washington;yes;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;27;Medium;Between 100%-125%;110,00%;no;Washington;yes;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;22;Medium;Between 100%-125%;100,00%;no;Washington;yes;telephone;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;96;Medium;Between 100%-125%;402,00%;no;Washington;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;98,00%;no;Washington;yes;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;194,00%;yes;California;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;14;Medium;Between 100%-125%;100,00%;yes;California;no;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;15;Medium;Between 100%-125%;96,00%;yes;California;no;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;14;Medium;Between 100%-125%;92,00%;yes;California;no;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;14;Medium;Between 100%-125%;100,00%;yes;California;no;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;14;Medium;Between 100%-125%;94,00%;yes;California;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;15;Medium;Between 100%-125%;96,00%;yes;California;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;14;Medium;Between 100%-125%;94,00%;yes;California;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;14;Medium;Between 100%-125%;94,00%;yes;California;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;14;Medium;Between 100%-125%;106,00%;yes;California;no;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;100,00%;yes;California;no;unknown;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;15;Medium;Between 100%-125%;110,00%;yes;California;no;unknown;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;29;Medium;Between 100%-125%;100,00%;yes;California;no;unknown;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;94;Medium;Between 100%-125%;430,00%;yes;California;no;unknown;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;28;Medium;Between 100%-125%;102,00%;yes;California;no;unknown;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;72;Medium;Between 100%-125%;306,00%;yes;California;no;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;100,00%;yes;California;no;unknown;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;45;Medium;Between 100%-125%;200,00%;yes;California;no;unknown;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;108,00%;yes;California;no;unknown;Seasonal;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;6;Medium;Between 100%-125%;106,00%;yes;California;no;unknown;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;64;Medium;Between 100%-125%;298,00%;yes;California;no;unknown;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;45;Medium;Between 100%-125%;196,00%;yes;California;no;unknown;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;7;Medium;Between 100%-125%;106,00%;yes;California;no;unknown;Stable (Low Price);Below 50%;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;92,00%;yes;California;no;unknown;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;6;Medium;Between 100%-125%;104,00%;yes;California;no;unknown;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;112;Medium;Between 100%-125%;686,00%;yes;California;no;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;82;Medium;Between 100%-125%;410,00%;yes;California;no;unknown;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;108,00%;yes;California;no;unknown;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;28;Medium;Between 100%-125%;110,00%;yes;California;no;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;7;Medium;Between 100%-125%;110,00%;yes;California;no;unknown;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;14;Medium;Between 100%-125%;94,00%;yes;California;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;14;Medium;Between 100%-125%;110,00%;yes;California;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;7;Medium;Between 100%-125%;94,00%;yes;California;yes;unknown;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;15;Medium;Between 100%-125%;96,00%;yes;California;yes;unknown;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;6;Medium;Between 100%-125%;96,00%;yes;California;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;30;Medium;Between 100%-125%;102,00%;yes;Florida;no;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;27;Medium;Between 100%-125%;104,00%;yes;Florida;no;cellular;Seasonal;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;30;Medium;Between 100%-125%;106,00%;yes;Florida;no;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;27;Medium;Between 100%-125%;108,00%;yes;Florida;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;30;Medium;Between 100%-125%;102,00%;yes;Florida;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;30;Medium;Between 100%-125%;110,00%;yes;Florida;no;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;30;Medium;Between 100%-125%;110,00%;yes;Florida;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;12;Medium;Between 100%-125%;100,00%;yes;Florida;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;28;Medium;Between 100%-125%;100,00%;yes;Illinois;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;84;Medium;Between 100%-125%;294,00%;yes;Illinois;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;108,00%;yes;Illinois;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;104,00%;yes;Illinois;no;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;92,00%;yes;Illinois;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;94,00%;yes;Illinois;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;28;Medium;Between 100%-125%;94,00%;yes;Illinois;no;telephone;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;96,00%;yes;Illinois;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;56;Medium;Between 100%-125%;194,00%;yes;Illinois;yes;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;104,00%;yes;Illinois;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;108,00%;yes;Illinois;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;110,00%;yes;Illinois;yes;cellular;Seasonal;Between 70 and 85%;Consistent under (<-20%)
not on backorder;28;Medium;Between 100%-125%;96,00%;yes;Illinois;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;108,00%;yes;Illinois;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;28;Medium;Between 100%-125%;110,00%;yes;Illinois;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;110,00%;yes;Illinois;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;28;Medium;Between 100%-125%;110,00%;yes;Illinois;yes;telephone;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;108,00%;yes;New Jersey;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;4;Medium;Between 100%-125%;108,00%;yes;New Jersey;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;8;Medium;Between 100%-125%;204,00%;yes;New Jersey;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;102,00%;yes;New Jersey;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;92,00%;yes;New Jersey;no;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;12;Medium;Between 100%-125%;304,00%;yes;New Jersey;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;3;Medium;Between 100%-125%;106,00%;yes;New Jersey;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;104,00%;yes;New Jersey;no;telephone;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;7;Medium;Between 100%-125%;186,00%;yes;New Jersey;no;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;106,00%;yes;New Jersey;no;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;106,00%;yes;New Jersey;yes;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;11;Medium;Between 100%-125%;310,00%;yes;New Jersey;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;4;Medium;Between 100%-125%;100,00%;yes;New Jersey;yes;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;96,00%;yes;New Jersey;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;92,00%;yes;New Jersey;yes;cellular;Stable (Low Price);Below 50%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;92,00%;yes;New Jersey;yes;cellular;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;8;Medium;Between 100%-125%;200,00%;yes;New Jersey;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;110,00%;yes;New Jersey;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;Medium;Between 100%-125%;108,00%;yes;New Jersey;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;70;Medium;Between 100%-125%;290,00%;yes;New York;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;18;Medium;Between 100%-125%;106,00%;yes;New York;no;cellular;Growing;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;112;Medium;Between 100%-125%;512,00%;yes;New York;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;10;Medium;Between 100%-125%;110,00%;yes;New York;no;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;9;Medium;Between 100%-125%;98,00%;yes;New York;no;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;8;Medium;Between 100%-125%;106,00%;yes;New York;no;cellular;Intermittent;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;37;Medium;Between 100%-125%;200,00%;yes;New York;no;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;77;Medium;Between 100%-125%;488,00%;yes;New York;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;18;Medium;Between 100%-125%;92,00%;yes;New York;no;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;39;Medium;Between 100%-125%;206,00%;yes;New York;no;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;137;Medium;Between 100%-125%;582,00%;yes;New York;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;102,00%;yes;New York;no;cellular;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;29;Medium;Between 100%-125%;108,00%;yes;New York;no;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;22;Medium;Between 100%-125%;108,00%;yes;New York;no;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;15;Medium;Between 100%-125%;198,00%;yes;New York;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;86;Medium;Between 100%-125%;398,00%;yes;New York;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;102,00%;yes;New York;no;telephone;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;9;Medium;Between 100%-125%;94,00%;yes;New York;no;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;18;Medium;Between 100%-125%;92,00%;yes;New York;yes;cellular;Declining;Below 50%;Consistent over (>20%)
not on backorder;49;Medium;Between 100%-125%;296,00%;yes;New York;yes;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;8;Medium;Between 100%-125%;96,00%;yes;New York;yes;cellular;Growing;Below 50%;Consistent over (>20%)
not on backorder;78;Medium;Between 100%-125%;412,00%;yes;New York;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;191;Medium;Between 100%-125%;1120,00%;yes;New York;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;25;Medium;Between 100%-125%;300,00%;yes;New York;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;30;Medium;Between 100%-125%;218,00%;yes;New York;yes;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;31;Medium;Between 100%-125%;190,00%;yes;New York;yes;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;35;Medium;Between 100%-125%;192,00%;yes;New York;yes;cellular;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;61;Medium;Between 100%-125%;294,00%;yes;New York;yes;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;34;Medium;Between 100%-125%;298,00%;yes;New York;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;106;Medium;Between 100%-125%;808,00%;yes;New York;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;8;Medium;Between 100%-125%;100,00%;yes;New York;yes;cellular;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;18;Medium;Between 100%-125%;104,00%;yes;New York;yes;cellular;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;30;Medium;Between 100%-125%;208,00%;yes;New York;yes;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;8;Medium;Between 100%-125%;110,00%;yes;New York;yes;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;7;Medium;Between 100%-125%;100,00%;yes;New York;yes;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;50;Medium;Between 100%-125%;190,00%;yes;New York;yes;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;18;Medium;Between 100%-125%;92,00%;yes;New York;yes;cellular;Seasonal;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;117;Medium;Between 100%-125%;900,00%;yes;New York;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;8;Medium;Between 100%-125%;106,00%;yes;New York;yes;cellular;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;124;Medium;Between 100%-125%;906,00%;yes;New York;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;94,00%;yes;New York;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;27;Medium;Between 100%-125%;196,00%;yes;New York;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
